#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
STRT01742543	64	0.33658	5.61688232422	1	0.0446653	noncoding
STRT01765484	61	0.32318	10.0123901367	1	0.0335872	noncoding
STRT01717506	48	0.28062	8.57049560547	1	0.0163897	noncoding
ENCT00000347042.1	66	0.34357	10.2200317383	1	0.0466604	noncoding
STRT01699516	49	0.41343	9.21771240234	-1	0.0667252	noncoding
ENCT00000360106.1	181	0.29003	11.6898803711	1	0.290356	noncoding
PBT00346708	64	0.29607	9.89886474609	1	0.0332825	noncoding
STRT01746013	151	0.40538	9.60516357422	1	0.863644	coding
STRT01764553	151	0.35722	9.60516357422	1	0.65833	coding
STRT01733546	151	0.38332	9.60516357422	1	0.786	coding
ENCT00000360629.1	151	0.41101	9.60516357422	1	0.879356	coding
PBT00347041	92	0.25459	8.66192626953	1	0.0704575	noncoding
STRT01736390	145	0.2675	9.57354736328	1	0.220689	noncoding
STRT01755025	43	0.32263	5.23284912109	1	0.0164474	noncoding
PBT00349464	78	0.26409	9.51678466797	1	0.047584	noncoding
STRT01693872	53	0.33097	4.25091552734	-1	0.0242352	noncoding
PBT00347045	59	0.37161	10.5188598633	1	0.0463242	noncoding
PBT00347046	78	0.29343	9.06451416016	1	0.0454756	noncoding
FTMT21700009382.1	49	0.39543	10.737121582	-1	0.138136	noncoding
ENCT00000361598.1	74	0.2921	10.012512207	1	0.0446211	noncoding
STRT01757819	14	0.4113	9.69720458984	1	0.0067471	noncoding
ENCT00000361862.1	79	0.30475	5.98504638672	1	0.0748823	noncoding
PBT00349556	69	0.30092	10.2951049805	1	0.0411826	noncoding
STRT01724086	45	0.37239	7.97894287109	1	0.0153619	noncoding
PBT00349561	51	0.32787	9.84002685547	1	0.0233631	noncoding
ENCT00000361910.1	48	0.31826	10.3102416992	1	0.0228932	noncoding
MICT00000288153.1	16	0.36618	9.69708251953	1	0.00608016	noncoding
MICT00000288512.1	126	0.28063	11.7108764648	1	0.113096	noncoding
HBMT00001146958.1	101	0.3351	6.94158935547	1	0.174069	noncoding
ENCT00000349593.1	109	0.32663	8.46722412109	1	0.173981	noncoding
STRT01670115	126	0.29793	11.7108764648	1	0.129019	noncoding
PBT00347280	101	0.35496	9.54693603516	1	0.180025	noncoding
STRT01740400	127	0.36658	4.85174560547	1	0.816121	coding
PBT00347355	110	0.26659	8.62139892578	1	0.11152	noncoding
STRT01694696	51	0.46201	10.4462280273	1	0.10906	noncoding
STRT01730572	51	0.44298	8.63262939453	1	0.0481037	noncoding
STRT01703609	114	0.38482	9.09722900391	1	0.400979	noncoding
STRT01753158	114	0.30576	9.09722900391	1	0.155738	noncoding
STRT01741592	102	0.32395	9.93389892578	1	0.128051	noncoding
STRT01746556	24	0.44573	8.53839111328	1	0.0102721	noncoding
STRT01767404	37	0.39275	4.25128173828	1	0.0295604	noncoding
ENCT00000350158.1	94	0.29911	9.61236572266	1	0.0792826	noncoding
FTMT21800009745.1	66	0.3828	10.3158569336	1	0.0672917	noncoding
STRT01670362	58	0.41313	10.7739868164	1	0.0708217	noncoding
STRT01689516	58	0.38968	10.7739868164	1	0.0536596	noncoding
STRT01703978	54	0.41178	7.99945068359	1	0.0356258	noncoding
STRT01696604	74	0.32264	11.5751342773	1	0.0510515	noncoding
FTMT21800009955.1	43	0.35104	9.98785400391	1	0.019649	noncoding
PBT00347611	170	0.32479	11.6774291992	1	0.409754	noncoding
ENCT00000351252.1	37	0.30253	5.22222900391	1	0.0135761	noncoding
ENCT00000351253.1	37	0.33951	5.22222900391	1	0.01186	noncoding
PBT00347917	165	0.29779	10.475402832	1	0.378242	noncoding
STRT01734189	48	0.29708	10.8867797852	1	0.0258657	noncoding
PBT00350238	49	0.31349	11.805480957	1	0.0263667	noncoding
MICT00000291878.1	68	0.30725	10.8516235352	1	0.042991	noncoding
STRT01764589	68	0.30457	10.8516235352	1	0.0426876	noncoding
PBT00350257	68	0.35604	10.8516235352	1	0.0572945	noncoding
ENCT00000352113.1	63	0.28559	5.93487548828	1	0.0407688	noncoding
STRT01751648	117	0.28683	9.91778564453	1	0.132995	noncoding
STRT01728344	117	0.30576	9.91778564453	1	0.160922	noncoding
STRT01718453	69	0.43168	11.0319213867	-1	0.155442	noncoding
ENCT00000365014.1	98	0.28186	11.9220581055	1	0.0684308	noncoding
ENCT00000365017.1	47	0.37684	4.36907958984	1	0.0431725	noncoding
STRT01716596	111	0.28536	8.88470458984	1	0.120637	noncoding
STRT01704017	75	0.27587	5.63494873047	1	0.0884094	noncoding
STRT01719581	54	0.30956	7.95758056641	1	0.0177109	noncoding
STRT01713051	94	0.36569	6.80267333984	1	0.183214	noncoding
STRT01706203	9	0.42179	9.70025634766	1	0.00567598	noncoding
STRT01739853	33	0.33042	6.36688232422	-1	0.0421638	noncoding
STRT01702078	5	0.45867	5.92718505859	-1	0.0103764	noncoding
STRT01681094	76	0.33551	6.24688720703	1	0.0661522	noncoding
STRT01701671	6	0.42843	8.50006103516	-1	0.0268936	noncoding
STRT01697440	36	0.41433	5.77691650391	1	0.0152942	noncoding
STRT01766750	36	0.38939	5.77691650391	1	0.0124145	noncoding
STRT01717405	0	0.22969	0.0	-1	0.00414694	noncoding
FTMT22000011014.1	72	0.32753	10.6895141602	1	0.0527208	noncoding
FTMT21900007611.1	72	0.32405	10.6895141602	1	0.0515809	noncoding
PBT00342194	72	0.3417	10.6895141602	1	0.0583774	noncoding
ENCT00000365884.1	35	0.32716	8.49017333984	1	0.00879325	noncoding
STRT01688265	71	0.33946	9.79180908203	-1	0.149756	noncoding
PBT00348248	61	0.35272	4.85797119141	1	0.0596515	noncoding
STRT01671838	146	0.35919	11.2206420898	1	0.5	coding
STRT01752317	31	0.32111	5.36212158203	1	0.00820665	noncoding
STRT01705861	70	0.36725	12.1288452148	1	0.0505446	noncoding
PBT00350525	136	0.27799	10.0629272461	1	0.185949	noncoding
MICT00000295133.1	164	0.28311	5.78875732422	1	0.832761	coding
MICT00000295135.1	164	0.27587	5.78875732422	1	0.827351	coding
MICT00000295136.1	164	0.27587	5.78875732422	1	0.827351	coding
STRT01689307	164	0.27587	5.78875732422	1	0.827351	coding
HBMT00001219731.1	105	0.36908	9.54705810547	1	0.247074	noncoding
ENCT00000381180.1	104	0.33091	10.5541381836	1	0.142777	noncoding
STRT01798493	57	0.37218	9.49310302734	1	0.0364962	noncoding
FTMT22300033294.1	82	0.28802	4.31390380859	1	0.229873	noncoding
PBT00367758	101	0.33418	5.67425537109	1	0.25926	noncoding
FTMT22200002293.1	14	0.43193	3.99884033203	1	0.0108471	noncoding
PBT00367833	77	0.32966	6.88482666016	1	0.0569376	noncoding
FTMT22200002389.1	34	0.37798	9.18670654297	1	0.0121956	noncoding
FTMT22200002396.1	38	0.42393	9.68414306641	1	0.0258259	noncoding
STRT01825118	66	0.38598	9.81439208984	1	0.0657292	noncoding
STRT01801335	38	0.39616	10.4662475586	1	0.0235506	noncoding
ENCT00000370512.1	71	0.35633	8.65460205078	1	0.0515424	noncoding
FTMT22200002742.1	57	0.37039	12.0056762695	1	0.0361236	noncoding
FTMT22400002830.1	55	0.38112	7.84710693359	-1	0.0486176	noncoding
PBT00359800	115	0.32105	5.06475830078	1	0.492791	noncoding
STRT01862466	0	0.32404	0.0	-1	5.1495e-07	noncoding
STRT01867049	44	0.35915	5.36212158203	1	0.0184235	noncoding
STRT01840524	104	0.43777	10.1644897461	1	0.535537	coding
STRT01864813	104	0.35981	10.1644897461	1	0.209227	noncoding
STRT01818651	42	0.46789	10.3014526367	1	0.0754223	noncoding
STRT01820110	54	0.31321	9.00897216797	1	0.0207217	noncoding
PBT00368157	156	0.37756	8.87860107422	1	0.826009	coding
STRT01833764	102	0.35525	9.29937744141	1	0.187102	noncoding
PBT00368159	156	0.37265	8.87860107422	1	0.808076	coding
FTMT22400002955.1	114	0.30772	7.60430908203	1	0.192572	noncoding
FTMT22100014497.1	37	0.31481	9.98443603516	-1	0.172787	noncoding
ENCT00000384284.1	148	0.34473	12.081237793	1	0.301595	noncoding
STRT01849270	0	0.38968	0.0	-1	0.00275277	noncoding
STRT01846353	32	0.36892	12.4790649414	-1	0.174386	noncoding
STRT01832148	29	0.35658	11.0000610352	1	0.0145446	noncoding
STRT01808979	28	0.3886	6.49786376953	1	0.00644659	noncoding
PBT00368409	129	0.35597	11.0939331055	1	0.346458	noncoding
STRT01801404	156	0.34366	11.141418457	1	0.5	coding
STRT01841492	157	0.27712	11.8827514648	1	0.16185	noncoding
PBT00368411	143	0.33818	6.94415283203	1	0.650928	coding
FTMT22400003132.1	98	0.2819	9.24151611328	-1	0.166158	noncoding
FTMT22300055994.1	47	0.4298	6.95172119141	1	0.0270432	noncoding
FTMT22300003579.1	43	0.41925	5.64996337891	1	0.0260365	noncoding
STRT01816296	25	0.36861	8.34417724609	-1	0.0534974	noncoding
PBT00370939	122	0.2921	5.20135498047	1	0.526941	coding
STRT01833040	33	0.42335	11.8342895508	1	0.0255937	noncoding
PBT00368609	60	0.33201	6.80438232422	1	0.0256435	noncoding
STRT01861393	60	0.29637	6.80438232422	1	0.0250833	noncoding
STRT01884709	115	0.35335	8.14105224609	1	0.303003	noncoding
STRT01784021	38	0.40444	9.97650146484	-1	0.0923045	noncoding
STRT01847081	17	0.42467	6.51202392578	1	0.00415433	noncoding
STRT01846491	27	0.36138	11.8291625977	-1	0.18392	noncoding
STRT01864318	52	0.32089	8.49090576172	1	0.0177233	noncoding
STRT01798958	82	0.33738	9.25933837891	1	0.0720214	noncoding
STRT01876890	88	0.34931	8.22784423828	1	0.09926	noncoding
STRT01803440	201	0.29526	12.4506225586	1	0.252364	noncoding
STRT01801440	119	0.31836	9.69500732422	1	0.20085	noncoding
FTMT22200003469.1	16	0.41861	9.69219970703	1	0.00790931	noncoding
ENCT00000385429.1	28	0.44453	7.84674072266	-1	0.0240956	noncoding
STRT01847375	177	0.4082	9.77398681641	-1	0.212573	noncoding
STRT01807293	111	0.40926	7.98297119141	-1	0.0775339	noncoding
STRT01854761	39	0.4494	9.69403076172	1	0.0384195	noncoding
HBMT00001232840.1	28	0.37554	7.68707275391	-1	0.0370199	noncoding
STRT01873828	121	0.28726	8.89337158203	1	0.16271	noncoding
STRT01855655	34	0.39523	9.38397216797	1	0.0145779	noncoding
STRT01817225	156	0.29904	6.21600341797	1	0.739826	coding
STRT01809650	39	0.3905	6.80877685547	1	0.0121341	noncoding
STRT01816877	156	0.31677	6.21600341797	1	0.786913	coding
STRT01796427	156	0.31979	6.21600341797	1	0.795444	coding
STRT01794993	97	0.32083	8.67962646484	-1	0.140434	noncoding
STRT01812697	64	0.34039	8.71929931641	-1	0.108014	noncoding
STRT01847842	77	0.34138	9.83258056641	1	0.0655057	noncoding
STRT01811401	54	0.34702	9.62127685547	1	0.0273646	noncoding
STRT01860995	113	0.23588	9.20318603516	1	0.121228	noncoding
STRT01807554	86	0.32874	10.0087280273	1	0.0806749	noncoding
STRT01807097	86	0.31076	10.0087280273	1	0.069251	noncoding
STRT01846602	62	0.26899	8.84149169922	1	0.0282351	noncoding
PBT00371322	45	0.23537	6.51458740234	1	0.0448875	noncoding
STRT01808006	14	0.38056	3.99884033203	1	0.00687654	noncoding
STRT01851069	111	0.25019	9.53717041016	1	0.104434	noncoding
STRT01849866	99	0.29511	7.62078857422	1	0.102431	noncoding
STRT01860996	99	0.29511	7.62078857422	1	0.102431	noncoding
STRT01866199	21	0.43692	5.42608642578	1	0.00755524	noncoding
STRT01836982	113	0.25289	9.20318603516	1	0.111415	noncoding
STRT01854778	77	0.2727	10.1709594727	1	0.0487646	noncoding
STRT01815246	32	0.45134	8.21124267578	1	0.0155903	noncoding
STRT01797155	18	0.34769	8.36651611328	1	0.00400216	noncoding
PBT00371323	68	0.28156	9.91717529297	-1	0.17334	noncoding
STRT01818564	52	0.3637	10.0896606445	1	0.0309982	noncoding
ENST00000544932.1	32	0.38759	3.91632080078	1	0.02533	noncoding
STRT01813416	89	0.35348	10.3534545898	1	0.116366	noncoding
STRT01838048	66	0.28496	9.78741455078	1	0.034452	noncoding
STRT01847385	124	0.44225	10.061706543	1	0.785508	coding
STRT01847114	63	0.35624	7.77716064453	-1	0.0653671	noncoding
STRT01786443	91	0.36035	10.118347168	-1	0.154038	noncoding
STRT01789774	89	0.3673	10.3534545898	1	0.136782	noncoding
STRT01833423	124	0.32878	10.061706543	1	0.254922	noncoding
STRT01840323	42	0.41667	9.61126708984	1	0.0284916	noncoding
STRT01818684	66	0.33755	9.78741455078	1	0.0420926	noncoding
STRT01882694	150	0.32686	9.60736083984	1	0.481155	noncoding
FTMT22400004988.1	284	0.34707	9.50335693359	1	0.997469	coding
FTMT22400005002.1	102	0.37358	8.27862548828	1	0.237318	noncoding
HBMT00001234557.1	102	0.4042	8.27862548828	1	0.33845	noncoding
PBT00371510	88	0.30305	6.70062255859	1	0.0859237	noncoding
STRT01864625	34	0.36631	8.84063720703	1	0.010333	noncoding
STRT01798334	28	0.37045	5.47784423828	1	0.00730997	noncoding
STRT01857227	31	0.3732	5.41082763672	1	0.00916344	noncoding
STRT01818697	30	0.42303	5.62506103516	-1	0.0151067	noncoding
STRT01812988	57	0.41387	9.62908935547	1	0.0581869	noncoding
STRT01859063	100	0.33169	9.51495361328	1	0.131272	noncoding
PBT00369206	37	0.27517	5.13787841797	1	0.0222019	noncoding
PBT00371626	71	0.35386	10.4202270508	1	0.0618725	noncoding
ENCT00000374814.1	111	0.29772	8.91802978516	1	0.132861	noncoding
STRT01787638	17	0.44423	12.3010864258	1	0.0151796	noncoding
ENCT00000375277.1	70	0.33605	10.8408813477	1	0.0525801	noncoding
ENCT00000388376.1	37	0.32469	6.52227783203	1	0.00832885	noncoding
STRT01853654	21	0.31037	6.49786376953	1	0.00402878	noncoding
ENCT00000389535.1	35	0.31003	9.30169677734	1	0.0112012	noncoding
MICT00000309204.1	114	0.36042	11.4878540039	-1	0.178875	noncoding
STRT01804543	85	0.41033	9.18341064453	-1	0.091199	noncoding
FTMT22200008353.1	110	0.388	11.6204223633	1	0.277869	noncoding
PBT00372085	119	0.2895	10.1388549805	1	0.14049	noncoding
STRT01822566	27	0.31229	11.7636108398	1	0.0158551	noncoding
STRT01813463	65	0.34263	5.65081787109	1	0.0481676	noncoding
STRT01828275	53	0.34868	10.1087036133	1	0.0293529	noncoding
ENCT00000377119.1	57	0.36973	10.1229858398	1	0.0400669	noncoding
PBT00369550	97	0.30756	9.00140380859	1	0.0923201	noncoding
MICT00000311077.1	74	0.2765	9.35406494141	1	0.0407711	noncoding
ENCT00000390915.1	74	0.28298	9.35406494141	1	0.0406254	noncoding
STRT01796204	41	0.42198	5.79302978516	1	0.0221805	noncoding
PBT00372194	70	0.26693	10.2556762695	1	0.0431037	noncoding
STRT01857786	47	0.35586	7.73248291016	1	0.0148418	noncoding
HBMT00001261565.1	83	0.42552	9.95416259766	1	0.230301	noncoding
ENCT00000378159.1	25	0.29331	9.99249267578	1	0.0110831	noncoding
STRT01813259	90	0.43849	5.73309326172	-1	0.0424889	noncoding
PBT00372296	78	0.31437	5.76873779297	1	0.0788184	noncoding
STRT01877944	117	0.30256	11.9513549805	-1	0.106172	noncoding
STRT01824454	4	0.3383	9.50006103516	1	0.00346373	noncoding
STRT01827349	102	0.40193	11.3883666992	1	0.287067	noncoding
STRT01861329	102	0.28083	8.32073974609	1	0.0953962	noncoding
STRT01844175	36	0.41058	6.69610595703	-1	0.0206863	noncoding
ENCT00000391856.1	70	0.35591	7.96051025391	1	0.04661	noncoding
ENCT00000378440.1	69	0.30674	8.68157958984	1	0.0337168	noncoding
ENCT00000378441.1	69	0.29807	8.68157958984	1	0.0329013	noncoding
STRT01798794	33	0.41537	4.53509521484	1	0.0237635	noncoding
ENCT00000392211.1	55	0.37116	9.30096435547	1	0.0318127	noncoding
ENCT00000379543.1	257	0.29772	12.0178833008	1	0.620806	coding
STRT01844585	38	0.43924	7.79766845703	1	0.0179806	noncoding
ENCT00000379814.1	138	0.29789	7.83734130859	1	0.349187	noncoding
STRT01833958	55	0.28035	9.86468505859	1	0.0262875	noncoding
STRT01791168	46	0.34567	7.81280517578	1	0.0134889	noncoding
STRT01784531	46	0.33985	7.81280517578	1	0.0131576	noncoding
STRT01816402	63	0.31371	5.81402587891	-1	0.0599828	noncoding
PBT00372585	151	0.32384	9.90728759766	1	0.455134	noncoding
FTMT22200011286.1	84	0.3119	7.81707763672	1	0.0612127	noncoding
FTMT22200011310.1	96	0.3549	10.325012207	-1	0.164284	noncoding
STRT01821330	13	0.33669	9.36956787109	-1	0.118087	noncoding
MICT00000314499.1	67	0.2886	10.0842895508	-1	0.175176	noncoding
STRT01884874	5	0.37951	7.99981689453	1	1.13018e-05	noncoding
PBT00372680	53	0.41241	9.51556396484	1	0.0458634	noncoding
PBT00372733	60	0.27622	9.41583251953	1	0.0279097	noncoding
ENCT00000380359.1	94	0.28015	10.4733276367	1	0.0733312	noncoding
STRT01926587	62	0.34435	10.313293457	1	0.0411027	noncoding
STRT01918700	85	0.37322	11.6989135742	-1	0.181396	noncoding
STRT01912675	105	0.37963	9.96356201172	1	0.279962	noncoding
PBT00389153	208	0.28462	9.29730224609	1	0.722286	coding
ENCT00000395845.1	47	0.39425	10.8342895508	1	0.0357675	noncoding
STRT01931476	78	0.35417	6.55462646484	1	0.0786365	noncoding
STRT02018523	192	0.36928	10.8285522461	1	0.900184	coding
STRT01953249	35	0.41927	6.00714111328	1	0.0138513	noncoding
STRT01997469	192	0.32104	10.8285522461	1	0.667979	coding
FTMT22600000158.1	72	0.32295	8.63507080078	1	0.0408963	noncoding
ENCT00000408325.1	101	0.28338	10.2063598633	1	0.0871954	noncoding
ENCT00000408327.1	110	0.27703	8.73858642578	1	0.113423	noncoding
STRT02021474	88	0.41732	12.2075805664	1	0.166546	noncoding
STRT01931016	71	0.27067	6.25311279297	1	0.0584427	noncoding
MICT00000318150.1	68	0.41094	5.76788330078	1	0.106185	noncoding
STRT01954516	61	0.34977	9.15008544922	1	0.0338706	noncoding
FTMT22700006084.1	83	0.26247	8.93524169922	1	0.0528071	noncoding
FTMT22800000257.1	83	0.26247	8.93524169922	1	0.0528071	noncoding
STRT01964588	26	0.29452	9.52459716797	1	0.00952657	noncoding
STRT01969791	32	0.33487	5.25042724609	1	0.00879226	noncoding
STRT01952502	32	0.40942	5.25042724609	1	0.0141385	noncoding
STRT01957617	29	0.35595	11.2636108398	1	0.0149179	noncoding
STRT01956875	16	0.31082	5.06060791016	1	0.00443029	noncoding
STRT01971384	28	0.36791	10.7366333008	1	0.0137947	noncoding
STRT01935910	47	0.47675	11.8490600586	1	0.134681	noncoding
STRT01959806	32	0.40515	5.25042724609	1	0.013636	noncoding
STRT01961873	28	0.30378	10.7366333008	1	0.0144987	noncoding
STRT01965563	29	0.38791	11.2636108398	1	0.0166379	noncoding
STRT01968102	24	0.34791	5.27996826172	1	0.00557959	noncoding
STRT01947962	32	0.3624	5.25042724609	1	0.00964346	noncoding
STRT01950130	15	0.35665	8.02337646484	1	0.00314891	noncoding
STRT01966452	22	0.46379	9.69708251953	1	0.0190707	noncoding
PBT00391689	157	0.33574	9.03802490234	1	0.632016	coding
PBT00389271	72	0.30059	7.66485595703	1	0.0365674	noncoding
STRT01951515	32	0.39965	10.4369506836	1	0.018427	noncoding
STRT01895028	60	0.29191	6.49432373047	1	0.0277099	noncoding
ENCT00000397359.1	0	0.44111	0.0	-1	0.0336152	noncoding
STRT02021720	24	0.42914	11.7339477539	1	0.0191528	noncoding
STRT01994472	30	0.34935	10.4326782227	1	0.0132901	noncoding
STRT01913831	70	0.28424	9.10150146484	1	0.0350531	noncoding
PBT00389397	70	0.28424	9.10150146484	1	0.0350531	noncoding
ENCT00000397810.1	110	0.28883	5.66778564453	1	0.306127	noncoding
ENCT00000410423.1	79	0.35109	9.88177490234	1	0.0778144	noncoding
PBT00389498	136	0.28496	9.50018310547	1	0.215875	noncoding
ENCT00000410733.1	31	0.35131	7.97650146484	1	0.00680031	noncoding
STRT01945181	31	0.40025	8.45904541016	-1	0.0427144	noncoding
STRT02011106	15	0.34787	5.82330322266	-1	0.0211961	noncoding
STRT01905949	50	0.34839	4.67694091797	1	0.0337203	noncoding
STRT01937130	40	0.36207	5.88494873047	-1	0.0246632	noncoding
PBT00391984	105	0.28355	9.95318603516	1	0.0964732	noncoding
STRT01962958	52	0.37961	5.12493896484	1	0.039582	noncoding
STRT01955566	32	0.45804	5.87664794922	1	0.0140236	noncoding
STRT01911323	37	0.40796	4.49761962891	-1	0.0158644	noncoding
STRT01909954	86	0.24967	7.85699462891	1	0.0710703	noncoding
STRT01909955	86	0.29887	7.85699462891	1	0.0618082	noncoding
STRT01943241	24	0.31657	9.52288818359	-1	0.15372	noncoding
STRT01971830	45	0.3902	5.09027099609	1	0.0291952	noncoding
STRT01914843	86	0.30003	7.85699462891	1	0.0620975	noncoding
STRT01925480	86	0.30278	7.85699462891	1	0.0628575	noncoding
PBT00389601	86	0.32588	7.85699462891	1	0.0733161	noncoding
STRT01945185	86	0.30278	7.85699462891	1	0.0628575	noncoding
STRT01939068	86	0.31594	7.85699462891	1	0.0679197	noncoding
STRT01965584	70	0.42537	4.79400634766	1	0.213555	noncoding
STRT01964475	16	0.3677	4.13690185547	1	0.00644571	noncoding
HBMT00001311155.1	51	0.35675	11.7035522461	1	0.0300931	noncoding
ENCT00000399435.1	67	0.29772	11.206237793	1	0.0417352	noncoding
HBMT00001311395.1	13	0.38156	5.96929931641	-1	0.0146078	noncoding
STRT02015126	86	0.30652	9.74420166016	1	0.0660598	noncoding
STRT01978182	93	0.34564	10.4080200195	1	0.121589	noncoding
PBT00392233	128	0.30437	9.63433837891	-1	0.164425	noncoding
STRT01976690	75	0.41281	9.77313232422	1	0.135544	noncoding
STRT01953309	82	0.40563	6.02801513672	-1	0.0356463	noncoding
STRT01953310	48	0.3814	10.1913452148	1	0.0305945	noncoding
STRT01983220	75	0.38871	9.77313232422	1	0.0996091	noncoding
STRT01912861	219	0.28219	8.19842529297	1	0.874019	coding
ENCT00000412290.1	219	0.28459	8.19842529297	1	0.881034	coding
STRT01977174	56	0.35464	4.77984619141	1	0.0473443	noncoding
STRT01980305	26	0.35993	6.04986572266	1	0.00524361	noncoding
STRT01996708	73	0.36261	9.69427490234	1	0.0679343	noncoding
STRT02007329	60	0.33772	11.4022827148	1	0.0381388	noncoding
STRT01983237	22	0.34072	4.50567626953	1	0.0068349	noncoding
ENCT00000413276.1	173	0.30172	11.5697631836	-1	0.0913964	noncoding
PBT00392769	56	0.29366	7.97662353516	1	0.0194759	noncoding
STRT01927010	51	0.28334	10.172668457	1	0.0251482	noncoding
PBT00390098	42	0.24797	10.8031616211	1	0.0364499	noncoding
STRT01986348	32	0.34453	10.5337524414	1	0.0145538	noncoding
STRT01923398	47	0.31329	9.01409912109	1	0.0159939	noncoding
STRT01964976	21	0.32005	9.99615478516	1	0.00855169	noncoding
PBT00392791	93	0.29343	9.25579833984	1	0.0734038	noncoding
PBT00392824	128	0.30839	6.83782958984	1	0.370124	noncoding
PBT00392860	137	0.3013	10.4844360352	1	0.230619	noncoding
STRT01981600	31	0.29782	6.68499755859	1	0.00699807	noncoding
ENCT00000414436.1	72	0.35732	7.65667724609	1	0.051929	noncoding
PBT00390268	89	0.31365	11.6295776367	1	0.0692424	noncoding
STRT01997926	99	0.38895	9.41925048828	1	0.256163	noncoding
PBT00392977	174	0.31853	8.82647705078	1	0.707265	coding
ENCT00000402677.1	159	0.30862	9.09771728516	1	0.5	coding
PBT00393020	75	0.35012	9.77008056641	1	0.065544	noncoding
STRT01960479	26	0.29923	5.93902587891	1	0.00629793	noncoding
MICT00000329136.1	28	0.37049	7.97735595703	1	0.00628248	noncoding
FTMT22700039115.1	60	0.4432	5.14678955078	-1	0.0274649	noncoding
STRT01906384	73	0.30644	6.79864501953	1	0.0439099	noncoding
STRT02004046	71	0.34875	12.0028686523	1	0.0480824	noncoding
FTMT22600005391.1	82	0.31139	5.08221435547	1	0.132046	noncoding
ENCT00000415198.1	49	0.35135	4.00164794922	1	0.0478624	noncoding
ENCT00000403265.1	67	0.27469	8.06463623047	1	0.0311361	noncoding
FTMT22600005418.1	91	0.27996	10.9545288086	1	0.068747	noncoding
STRT01932341	42	0.28648	8.68133544922	-1	0.160787	noncoding
ENCT00000403364.1	54	0.3253	5.98455810547	-1	0.0486674	noncoding
STRT01938698	88	0.36449	6.01019287109	-1	0.0455976	noncoding
STRT01942073	33	0.31455	12.0084838867	1	0.0177158	noncoding
ENCT00000403381.1	103	0.35894	10.5188598633	1	0.195598	noncoding
STRT01981659	54	0.44756	6.89508056641	1	0.0475465	noncoding
ENCT00000403657.1	108	0.31437	9.49224853516	1	0.139731	noncoding
PBT00390689	63	0.33418	5.97821044922	1	0.0367373	noncoding
STRT02004393	66	0.33699	8.80523681641	1	0.0359724	noncoding
STRT01938946	19	0.37001	9.70025634766	1	0.00700855	noncoding
STRT01927332	19	0.43822	9.70025634766	1	0.0113704	noncoding
STRT01956822	45	0.333	9.99188232422	1	0.0198445	noncoding
STRT01914545	42	0.3208	5.05877685547	1	0.0168897	noncoding
STRT01913047	15	0.39838	9.50006103516	1	0.00604431	noncoding
PBT00390941	54	0.29217	6.51324462891	1	0.0211413	noncoding
PBT00390948	90	0.32079	9.35260009766	1	0.0827566	noncoding
STRT01993435	111	0.28334	10.1327514648	1	0.110645	noncoding
STRT01997945	42	0.35868	9.30059814453	1	0.0163203	noncoding
STRT01946278	42	0.43065	6.68890380859	1	0.0204419	noncoding
STRT01980882	43	0.35379	6.53204345703	1	0.0122022	noncoding
STRT02001999	54	0.31825	8.93536376953	1	0.0206757	noncoding
STRT01924709	63	0.40209	11.1549682617	1	0.0747713	noncoding
PBT00391245	123	0.32654	6.81878662109	1	0.370841	noncoding
PBT00391260	106	0.31813	10.2053833008	1	0.133961	noncoding
STRT01937802	0	0.38593	0.0	-1	1.63944e-05	noncoding
FTMT22600007930.1	82	0.26506	9.29962158203	-1	0.165772	noncoding
FTMT22800008657.1	26	0.33059	5.50555419922	1	0.00577993	noncoding
PBT00393981	106	0.28718	6.99859619141	1	0.151862	noncoding
PBT00393992	112	0.33518	5.85662841797	1	0.368205	noncoding
MICT00000335611.1	125	0.36925	8.59173583984	1	0.472859	noncoding
STRT01940191	89	0.29607	9.56182861328	1	0.0668943	noncoding
PBT00391354	89	0.31796	9.56182861328	1	0.0788015	noncoding
MICT00000335718.1	88	0.30938	6.25042724609	-1	0.0891559	noncoding
STRT01957435	59	0.27781	7.93609619141	1	0.0232945	noncoding
STRT01991568	119	0.34943	10.002746582	1	0.29172	noncoding
STRT01971753	15	0.34427	9.34967041016	1	0.00502819	noncoding
STRT02005756	114	0.30206	10.8536987305	-1	0.149655	noncoding
ENCT00000407152.1	43	0.34973	10.4326782227	1	0.0215662	noncoding
PBT00391446	55	0.3052	6.94952392578	1	0.0191244	noncoding
STRT02002394	72	0.35752	8.80767822266	1	0.0554373	noncoding
PBT00391450	128	0.41534	9.39532470703	1	0.714826	coding
STRT01923118	67	0.45086	9.24517822266	1	0.145231	noncoding
STRT01953681	119	0.38849	8.86480712891	1	0.483713	noncoding
PBT00391451	112	0.3161	8.93548583984	1	0.16562	noncoding
STRT02002411	32	0.36867	6.89117431641	1	0.00697885	noncoding
PBT00391452	131	0.30993	8.70672607422	1	0.279998	noncoding
PBT00394090	103	0.28855	9.57196044922	1	0.0951155	noncoding
STRT01972669	34	0.39283	12.004699707	1	0.0188263	noncoding
STRT01926271	27	0.34767	10.7367553711	1	0.0127885	noncoding
STRT02021413	30	0.36191	12.4771118164	1	0.0123337	noncoding
FTMT22700017555.1	54	0.36098	7.95831298828	1	0.022268	noncoding
